,X1 transaction date,X2 house age,X3 distance to the nearest MRT station,X4 number of convenience stores,X5 latitude,X6 longitude,Y house price of unit area
203,0.0,0.6170808774366718,0.41312545856465166,0.7604437026496063,0.8092836268025422,0.8077329593168556,0.5654450261780106
281,0.7270742358079101,0.3519879738694541,0.48225888353352153,0.9592505321271778,0.7922767804623746,0.7127090895954168,0.5427574171029669
32,0.09061135371186518,0.9345937264893952,0.5356169930992143,0.40186544651072637,0.6384411401906742,0.6555271924407056,0.3577661431064573
402,0.18122270742373037,0.560479858452943,0.3075313595290453,0.40186544651072637,0.6462418075971726,0.5757806066938632,0.25828970331588136
91,0.636462882096045,0.47954738147027964,0.7663251782893996,0.0,0.8825197165004397,0.538283810049497,0.5148342059336825
97,0.4541484716158202,0.8166323641747587,0.5886283078991312,0.6212978140686835,0.717853625564126,0.6297364698485285,0.36474694589877843
197,0.636462882096045,0.893198428116116,0.20885343802920717,0.9156504810177907,0.5448426331661359,0.7637838753697118,0.6020942408376964
30,0.9093886462881348,0.7821923079428801,0.9996646621716521,0.0,0.13405681575324488,0.0,0.1465968586387435
96,0.8187772925762696,0.40671934904907653,0.121256043104732,0.9592505321271778,0.6552427290538584,0.8012847725468846,0.7993019197207679
219,0.09061135371186518,0.8286329043648001,0.5540702229522244,0.9156504810177907,0.789075556453226,0.6901415639319153,0.4624781849912741
72,1.0,0.8697826152697758,0.5033030862262736,0.9156504810177907,0.6860471097202021,0.7339193952306555,0.3944153577661431
149,0.0,0.8992452137930901,0.2966642083084265,0.9156504810177907,0.6384411401906742,0.7902550261233059,0.4537521815008727
259,0.4541484716158202,0.654630666433588,0.6561723768041685,0.0,0.4354666116642092,0.8788340395770281,0.2635253054101222
81,0.36353711790395504,0.8482051750688668,0.476174895216143,0.8172722236695786,0.45406084407692254,0.7425732625878253,0.4031413612565445
3,0.9093886462881348,0.5727147930048806,0.5674419915714972,0.7604437026496063,0.9179410185351463,0.815029616027545,0.7172774869109947
142,0.8187772925762696,0.6898733803744332,0.5968740827639788,0.7604437026496063,0.5720403911722137,0.8584707112341577,0.4153577661431065
374,0.636462882096045,0.37562640080322285,0.48393374406966616,0.7604437026496063,0.7560641298194449,0.7902550261233059,0.62478184991274
159,0.0,0.6152274718596393,0.6504053552937867,0.6962121500862486,0.7458610390928992,0.6577329928990105,0.41361256544502617
339,0.7270742358079101,0.21858454597142932,0.4443693476934208,0.7604437026496063,0.8194880123626879,0.8157083761037203,0.6404886561954626
306,0.9093886462881348,0.5944042163076011,0.2831421859074209,0.40186544651072637,0.6424414672330927,0.575441266110344,0.6369982547993019
368,0.8187772925762696,0.6632155901296107,0.45883129599339384,0.40186544651072637,0.6774456954095913,0.5991952418345081,0.5130890052356022
93,0.27292576419208986,0.8622372921973646,0.7238239578720467,0.0,0.15283963683260085,0.5918993487459961,0.04188481675392674
28,0.9093886462881348,0.6800161840705655,0.5656217161417569,0.6962121500862486,0.6524424249986926,0.7142362243134338,0.581151832460733
59,0.4541484716158202,0.5727147930048806,0.4486802142106427,0.7604437026496063,0.3239157640632605,0.653321394342004,0.5008726003490401
383,0.0,0.8259832817543356,0.5436717339214426,0.6962121500862486,0.7376587054429973,0.7298469996276428,0.4642233856893543
263,0.8187772925762696,0.3225407304209253,0.8539804847545112,0.6212978140686835,0.4284689616658003,0.2878702005395006,0.31413612565445026
390,0.9093886462881348,0.8735274468286915,0.47619629513578443,0.9592505321271778,0.5988396309976658,0.8080723381261286,0.4345549738219896
295,0.5458515283841797,0.6632155901296107,0.8569855586585908,0.6212978140686835,0.4284689616658003,0.28244151605107415,0.14136125654450266
251,0.27292576419208986,0.8597054026007559,0.7262462828818214,0.0,0.1608325412978546,0.5820584175655028,0.0017452006980803042
373,0.4541484716158202,0.0,0.4001030095543715,0.40186544651072637,0.6646438646212551,0.5890149330172424,0.6719022687609075
290,0.4541484716158202,0.9322846083303644,0.5364447298197844,0.0,0.612039785184937,0.6589207325847348,0.4066317626527051
191,0.5458515283841797,0.5706963722129894,0.6319047850504474,0.529111437981208,0.6428415016993257,0.9100582001699039,0.4205933682373473
121,0.9093886462881348,0.5787219989334423,0.5373225382465011,0.7604437026496063,0.4716560244209248,0.7040553475539767,0.5986038394415357
213,0.4541484716158202,0.400720045500903,0.121256043104732,0.9592505321271778,0.6552427290538584,0.8012847725468846,0.7731239092495636
171,0.4541484716158202,0.31067406857004437,0.479895065434829,0.7604437026496063,0.7856742784089844,0.815029616027545,0.7870855148342059
222,1.0,0.8456253428651745,0.5068528431886901,1.0,0.7932771671700484,0.7050734329682432,0.6073298429319371
354,0.8187772925762696,0.5500466823517761,0.7599700599685418,0.40186544651072637,0.20959203353421954,0.8915612218826773,0.28621291448516584
227,0.27292576419208986,0.8685302476344064,0.3921166321189657,0.9156504810177907,0.7804723685240718,0.7463063146194359,0.4624781849912741
67,0.9093886462881348,0.46448351266595717,0.1598250000104684,0.7604437026496063,0.5034488888886006,0.7600507917020446,0.7521815008726003
350,0.36353711790395504,0.5706963722129894,0.5373225382465011,0.7604437026496063,0.4716560244209248,0.7040553475539767,0.49912739965095987
337,0.18122270742373037,0.8546159616122495,0.582517056670434,0.7604437026496063,0.5428428564852061,0.8591494856064852,0.30017452006980805
238,0.4541484716158202,0.5625400777789435,0.6267770678160605,0.0,0.7022501761044645,0.4972247515285988,0.4694589877835952
299,0.5458515283841797,0.878492277455694,0.19852071602177138,1.0,0.8042815531047333,0.7586933084071494,0.5654450261780106
139,0.0,0.5645917383064604,0.5373225382465011,0.7604437026496063,0.4716560244209248,0.7040553475539767,0.5026178010471205
262,0.27292576419208986,0.6226034197219033,0.41312545856465166,0.7604437026496063,0.8092836268025422,0.8077329593168556,0.6858638743455497
158,0.36353711790395504,0.537221387051748,0.48393374406966616,0.7604437026496063,0.7560641298194449,0.7902550261233059,0.44851657940663175
406,0.5458515283841797,0.23028430435277453,0.4726472008397516,0.8686019052270146,0.6272403949058138,0.7530936992614221,0.46771378708551486
239,0.9093886462881348,0.6615087563380281,0.6561723768041685,0.0,0.4354666116642092,0.8788340395770281,0.2792321116928447
409,0.36353711790395504,0.5807086835175425,0.9802597478285774,0.0,0.0,0.13468500047031412,0.029668411867364766
314,0.636462882096045,0.3146862318540145,0.5737702801112696,0.8172722236695786,0.608839715769776,0.8711977678888594,0.486910994764398
352,0.18122270742373037,0.6666143296614798,0.8979380264741738,0.6212978140686835,0.3972806291562601,0.21034315599823522,0.2094240837696335
397,0.8187772925762696,0.568669786964191,0.7272313590781736,0.6962121500862486,1.0,0.6478917475353423,0.32286212914485174
343,0.36353711790395504,0.8821950177055449,0.5679645120457382,0.9156504810177907,0.8132853218017987,0.6803001639061,0.574171029668412
230,0.9093886462881348,0.32638751500352103,0.8539804847545112,0.6212978140686835,0.4284689616658003,0.2878702005395006,0.343804537521815
244,0.4541484716158202,0.35547467947343864,0.7885507189184785,0.6212978140686835,0.6112397659089589,0.34605981027923177,0.13961605584642234
243,0.8187772925762696,0.8735274468286915,0.32858954034563104,0.9156504810177907,0.8158864407308559,0.7356162291054182,0.6020942408376964
16,0.636462882096045,0.0,0.41613853448000204,0.8172722236695786,0.717453531029529,0.8263988767682725,0.9842931937172774
358,0.5458515283841797,0.17821659630359282,0.3154589697361337,0.8172722236695786,0.48285328029456126,0.7637838753697118,0.5479930191972078
285,0.5458515283841797,0.8391361857424264,0.622338141100846,0.6212978140686835,0.6704446535510118,0.6882750879042007,0.7260034904013961
106,0.4541484716158202,0.6459155199592266,0.3102068564414466,0.9156504810177907,0.7100518399249649,0.8009453948543696,0.5828970331588134
40,0.36353711790395504,0.5787219989334423,0.9802597478285774,0.0,0.0,0.13468500047031412,0.038394415357766165
2,1.0,0.5727147930048806,0.5674419915714972,0.7604437026496063,0.9179410185351463,0.815029616027545,0.5863874345549738
69,0.18122270742373037,0.5563333272346248,0.5674419915714972,0.7604437026496063,0.9179410185351463,0.815029616027545,0.4938917975567191
111,1.0,0.8797284977553118,0.3192987029932276,0.8686019052270146,0.7088515760235157,0.7866915821934982,0.44851657940663175
349,0.09061135371186518,0.4461738204791896,0.1598250000104684,0.7604437026496063,0.5034488888886006,0.7600507917020446,0.581151832460733
319,0.636462882096045,0.8956227258620827,0.39892933922091267,0.7604437026496063,0.28114123047419953,0.7269623909410243,0.23036649214659685
169,0.8187772925762696,0.46191837515902273,0.8357444813006424,0.40186544651072637,0.26235357605414533,1.0,0.1710296684118674
341,0.36353711790395504,0.5666349415283909,0.6319047850504474,0.529111437981208,0.6428415016993257,0.9100582001699039,0.4066317626527051
80,0.9093886462881348,0.5415349410417749,0.5556501795224489,0.6962121500862486,0.6576430021668644,0.8784946491240142,0.4642233856893543
163,0.9093886462881348,0.46448351266595717,0.1598250000104684,0.7604437026496063,0.5034488888886006,0.7600507917020446,0.7294938917975567
108,0.8187772925762696,0.8558915556117812,0.5793663729582741,0.529111437981208,0.6206400733338905,0.6741917323399292,0.356020942408377
128,0.4541484716158202,0.9728972090325694,0.20531565330971252,0.8172722236695786,0.5034488888886006,0.7552996040796437,0.8202443280977313
313,0.7270742358079101,0.4593369135245463,0.1598250000104684,0.7604437026496063,0.5034488888886006,0.7600507917020446,0.5078534031413613
95,0.27292576419208986,0.45149151197627174,0.1598250000104684,0.7604437026496063,0.5034488888886006,0.7600507917020446,0.6649214659685864
229,1.0,0.8507760961821782,0.725687512817848,0.0,0.1468450425792745,0.5951231122764996,0.09249563699825482
266,0.636462882096045,0.6563578891797199,0.8161553597123009,0.6212978140686835,0.5148468239086941,0.32213910133136653,0.17452006980802792
73,0.5458515283841797,0.5826876559367871,0.9802597478285774,0.0,0.0,0.13468500047031412,0.10994764397905761
188,0.27292576419208986,0.8980395680245788,0.3108866919571228,0.9156504810177907,0.7100518399249649,0.8016241502953964,0.5340314136125655
152,0.7270742358079101,0.5458097106246436,0.7599700599685418,0.40186544651072637,0.20959203353421954,0.8915612218826773,0.26527050610820246
192,0.5458515283841797,1.0,0.0,0.8686019052270146,0.5186461934078607,0.7603901626653154,0.506108202443281
325,0.4541484716158202,0.9194661627683665,0.5357323861533309,0.9156504810177907,0.5716404134105246,0.8325077591696789,0.4258289703315882
17,0.09061135371186518,0.654630666433588,0.45883129599339384,0.40186544651072637,0.6774456954095913,0.5991952418345081,0.41361256544502617
302,0.9093886462881348,0.6334843190938223,0.8667568848521038,0.6212978140686835,0.34570420273852354,0.3005937358283057,0.16579406631762653
265,0.18122270742373037,0.6189279630365885,0.6504053552937867,0.6962121500862486,0.7458610390928992,0.6577329928990105,0.4258289703315882
77,0.18122270742373037,0.7011743570848389,0.8574973171510084,0.6212978140686835,0.43306740632642915,0.279896825118688,0.20767888307155327
399,0.27292576419208986,0.560479858452943,0.2833605410351266,0.40186544651072637,0.6428415016993257,0.576289617674088,0.4118673647469459
380,0.7270742358079101,0.5885791474713845,0.41312545856465166,0.7604437026496063,0.8092836268025422,0.8077329593168556,0.6910994764397905
408,0.8187772925762696,0.6683063183010592,0.85662932538052,0.6212978140686835,0.43466687527016495,0.28091470111462397,0.25130890052356025
179,0.4541484716158202,0.5866228047264769,0.5109619790459897,0.40186544651072637,0.6672442099499711,0.5331937997203489,0.5043630017452008
124,0.27292576419208986,0.4988314592653373,0.4045766297032941,0.8686019052270146,0.6742452069575717,0.840483271758628,0.7626527050610821
150,0.636462882096045,0.9100142076171813,0.28424331134352854,0.8686019052270146,0.5124472370166536,0.7943275410106667,0.6073298429319371
55,0.18122270742373037,0.8597054026007559,0.7264622372055111,0.0,0.16243113756842545,0.5805313807294445,0.0
342,0.0,0.38525476822219445,0.121256043104732,0.9592505321271778,0.6552427290538584,0.8012847725468846,0.6945898778359512
318,0.7270742358079101,0.4269657161577246,0.4772619295527377,1.0,0.8372961645629776,0.7082973734291355,0.6300174520069808
20,0.8187772925762696,0.34489395417514723,0.8656885424169272,0.6212978140686835,0.4314679425085273,0.2653073244053481,0.2722513089005236
156,1.0,0.8469163784083545,0.744662143263685,0.0,0.14544631429204885,0.571199513525847,0.08027923211169287
254,0.0,0.17821659630359282,0.4443693476934208,0.7604437026496063,0.8194880123626879,0.8157083761037203,0.6649214659685864
22,0.27292576419208986,0.6001649721932538,0.7599700599685418,0.40186544651072637,0.20959203353421954,0.8915612218826773,0.19022687609075048
62,0.27292576419208986,0.6459155199592266,0.856641655810877,0.6212978140686835,0.4292686881285014,0.2827808084128721,0.2443280977312391
196,0.36353711790395504,0.7369246044364033,0.6191112148645759,0.529111437981208,0.7886754048937147,0.8696705169438333,0.399650959860384
363,0.9093886462881348,0.8672758186465923,0.17224889746332744,1.0,0.8050818815325098,0.7632748181079659,0.5986038394415357
297,0.18122270742373037,0.8992452137930901,0.5694632515552634,0.6962121500862486,0.5692405535678936,0.8471012737027156,0.25828970331588136
232,0.27292576419208986,0.7989347076032887,0.9951181726676146,0.40186544651072637,0.1752200922629242,0.0,0.06457242582897033
60,0.8187772925762696,0.5240374874260793,0.8324583455481012,0.529111437981208,0.44166461216755326,0.3195943613948302,0.13263525305410126
269,0.36353711790395504,0.652898236067605,0.6561723768041685,0.0,0.4354666116642092,0.8788340395770281,0.162303664921466
24,0.36353711790395504,0.9539645915289231,0.5318984214378838,0.6962121500862486,0.6392412030361955,0.7291682678089347,0.43804537521815007
86,0.18122270742373037,0.2245210621352363,0.77419160500921,0.40186544651072637,0.1928054406173618,0.9014036300475781,0.23211169284467717
345,0.0,0.0,0.3048015751401748,0.0,0.5906397108946048,0.6078485438465359,0.4223385689354276
375,0.636462882096045,0.7200789862256478,0.7259771991688072,0.0,0.40167886568654326,0.9202400938638517,0.17626527050610824
206,0.636462882096045,0.7277911676733577,0.4772619295527377,1.0,0.8372961645629776,0.7082973734291355,0.5287958115183247
104,0.0,0.8722812052652599,0.4850510065255374,0.8172722236695786,0.44826256824727223,0.7911034660617736,0.29319371727748694
331,0.7270742358079101,0.7779424603258941,0.9996646621716521,0.0,0.13405681575324488,0.0,0.033158813263525315
132,0.5458515283841797,0.7920077128713564,0.5328776853151671,0.7604437026496063,0.6552427290538584,0.7254352467991957,0.4153577661431065
123,0.8187772925762696,0.0,0.3048015751401748,0.0,0.5906397108946048,0.6078485438465359,0.5549738219895288
264,0.5458515283841797,0.871032931267074,0.5379834453388805,0.8686019052270146,0.562241028235165,0.8372591246579041,0.4694589877835952
118,0.9093886462881348,0.773665991283113,0.7917023588764898,0.6212978140686835,0.4930509997082221,0.35997127220817915,0.29493891797556726
412,0.36353711790395504,0.45412379865879293,0.1598250000104684,0.7604437026496063,0.5034488888886006,0.7600507917020446,0.6771378708551483
101,0.18122270742373037,0.560479858452943,0.2833605410351266,0.40186544651072637,0.6428415016993257,0.576289617674088,0.33507853403141363
273,0.8187772925762696,0.5706963722129894,0.2833605410351266,0.40186544651072637,0.6428415016993257,0.576289617674088,0.2722513089005236
135,0.27292576419208986,0.6750260063413256,0.6965640838396678,0.0,0.44006512079830523,0.9100582001699039,0.12390924956369985
367,0.18122270742373037,0.6058634163913735,0.8212776970627417,0.529111437981208,0.46145874206462273,0.32977333998834457,0.1256544502617801
398,0.8187772925762696,0.6001649721932538,0.808408593426725,0.529111437981208,0.4580596942385538,0.34979214450926144,0.162303664921466
98,0.8187772925762696,0.6316856558194,0.41312545856465166,0.7604437026496063,0.8092836268025422,0.8077329593168556,0.6509598603839442
280,0.636462882096045,0.2518562593773053,0.3033260341174591,0.8172722236695786,0.4848528167020806,0.7632748181079659,0.5532286212914486
351,0.18122270742373037,0.32638751500352103,0.8570461597040574,0.6212978140686835,0.4334672730818304,0.280575409060236,0.2600349040139617
173,0.4541484716158202,0.9728972090325694,0.49057912618881566,0.6962121500862486,0.8338945583853719,0.8267382586492329,0.3734729493891798
177,0.4541484716158202,0.8760138705405324,0.29890273514847565,0.9592505321271778,0.7080514016911285,0.7931397233379086,0.4938917975567191
340,0.7270742358079101,0.8834253354157445,0.3973482062081327,0.0,0.6248402678790304,0.6239675365720304,0.5095986038394416
26,0.0,0.28965975548975803,0.479895065434829,0.7604437026496063,0.7856742784089844,0.815029616027545,0.7417102966841187
245,0.8187772925762696,0.4380591797128726,0.5965292790745322,0.7604437026496063,0.6202400566479139,0.886809731302201,0.47294938917975565
324,0.0,0.5542468019841726,0.807861263252828,0.529111437981208,0.45106172747963097,0.353354833486717,0.3071553228621292
136,0.09061135371186518,0.5328680188162531,0.48393374406966616,0.7604437026496063,0.7560641298194449,0.7902550261233059,0.5776614310645724
338,0.27292576419208986,0.8571649867798065,0.38578323975802487,0.9592505321271778,0.5420429480553081,0.8048482416909147,0.3944153577661431
85,0.09061135371186518,0.0,0.45071743102871675,0.9592505321271778,0.5392432786423981,0.8187627992107231,0.6474694589877835
371,0.9093886462881348,0.3301833884598865,0.4317807711961467,0.7604437026496063,0.28693756457397757,0.741215790796997,0.6631762652705061
200,0.8187772925762696,0.6494175701199554,0.6936692919341185,0.0,0.4296685518404074,0.90394908807863,0.20593368237347298
309,0.636462882096045,0.8417386902210627,0.744662143263685,0.0,0.14544631429204885,0.571199513525847,0.09424083769633512
293,0.0,0.5584109768071054,0.4795410165768568,0.8686019052270146,0.5156466887689123,0.8274170225787627,0.5026178010471205
68,0.8187772925762696,0.8430365101371191,0.5239008206179793,0.8172722236695786,0.7614658504224083,0.7155936783453352,0.3926701570680629
288,1.0,0.6352771830679494,0.4398216531142641,0.8172722236695786,0.7368584849780587,0.7961941130217881,0.6509598603839442
100,0.9093886462881348,0.6511605526573532,0.6868462252141775,0.6962121500862486,0.943157711555488,0.6487401289065552,0.4275741710296685
360,0.0,0.8747716654479304,0.11189136018535188,1.0,0.828692146649354,0.7524149597920017,0.5828970331588134
207,0.4541484716158202,0.9414823852685397,0.60523607502266,0.6212978140686835,0.6692444847978612,0.6964197229679148,0.3577661431064573
76,1.0,0.9112018149949174,0.5882495481490227,0.6212978140686835,0.7132525577580774,0.7091457796512912,0.4031413612565445
39,0.5458515283841797,0.6280707133528647,0.41312545856465166,0.7604437026496063,0.8092836268025422,0.8077329593168556,0.5671902268760908
43,0.09061135371186518,0.893198428116116,0.5466565291257985,0.8172722236695786,0.9183412735724935,0.7997575733700322,0.356020942408377
174,0.8187772925762696,0.3376298544528376,0.5073492413663441,0.8686019052270146,0.7786717200244629,0.7110122745682771,0.549738219895288
294,0.9093886462881348,0.7892175022806371,0.44831059946162505,0.8172722236695786,0.760665591834131,0.7724378680424843,0.4258289703315882
12,0.27292576419208986,0.5666349415283909,0.5373225382465011,0.7604437026496063,0.4716560244209248,0.7040553475539767,0.4467713787085515
298,0.7270742358079101,0.6370643012076246,0.9802597478285774,0.0,0.0,0.13468500047031412,0.05235602094240838
372,0.36353711790395504,0.887104626421213,0.2641930649554925,0.8686019052270146,0.4942507450995375,0.781940333197536,0.48516579406631766
289,0.7270742358079101,0.5846590016913766,0.41312545856465166,0.7604437026496063,0.8092836268025422,0.8077329593168556,0.5375218150087261
224,0.7270742358079101,0.8944115130733478,0.4407344349495611,0.8172722236695786,0.7314570303578023,0.7775284689307429,0.5636998254799301
137,0.9093886462881348,0.5787219989334423,0.4364161454768253,0.8172722236695786,0.4676570653352989,0.7956850477603986,0.5881326352530541
51,0.4541484716158202,0.8546159616122495,0.8132839336840495,0.40186544651072637,0.24916266710861187,0.9662289398809489,0.12216404886561955
225,0.636462882096045,0.17821659630359282,0.3154589697361337,0.8172722236695786,0.48285328029456126,0.7637838753697118,0.6160558464223386
310,1.0,0.6316856558194,0.7993661491585876,0.529111437981208,0.24756379276157095,0.9479011588030191,0.19197207678883071
195,0.7270742358079101,0.609628703993895,0.5223508998454087,0.7604437026496063,0.25375945940878963,0.7469850520784381,0.36474694589877843
138,0.5458515283841797,0.5011826909879774,0.6817941595566333,0.0,0.7372585950503656,0.4782224888148997,0.5200698080279232
256,0.0,0.5982517404345384,0.45089892878988697,0.40186544651072637,0.6724449412135324,0.6046247604213615,0.22338568935427577
7,0.8187772925762696,0.6979667731693112,0.41169829086157533,0.8172722236695786,0.7770711490265149,0.7873703329435069,0.5759162303664922
361,0.4541484716158202,0.9739978438476457,0.406314743213179,0.9156504810177907,0.6376410786264978,0.7644626185807475,0.8656195462478184
234,0.636462882096045,0.45149151197627174,0.8603802452160089,0.6962121500862486,0.37009239110457004,0.30093303117785963,0.17801047120418848
317,0.09061135371186518,0.6170808774366718,0.6326962841883703,0.529111437981208,0.7276560417359331,0.6555271924407056,0.4153577661431065
198,0.4541484716158202,0.8883271986966895,0.2641930649554925,0.8686019052270146,0.4942507450995375,0.781940333197536,0.44328097731239097
190,0.9093886462881348,0.9040494832956685,0.5883125168454542,0.9156504810177907,0.7576646335408108,0.6879357288080222,0.49912739965095987
305,0.4541484716158202,0.6280707133528647,0.41312545856465166,0.7604437026496063,0.8092836268025422,0.8077329593168556,0.7207678883071553
9,0.8187772925762696,0.6580799490850077,0.8161553597123009,0.6212978140686835,0.5148468239086941,0.32213910133136653,0.1465968586387435
250,0.5458515283841797,0.949447243486831,0.5033951797113345,0.8686019052270146,0.6544426405791218,0.7345981286129517,0.2844677137870855
29,0.4541484716158202,0.4269657161577246,0.5173803157976918,0.7604437026496063,0.6812463020767485,0.8664463242180567,0.7574171029668413
328,0.18122270742373037,0.6226034197219033,0.7801069337645105,0.6212978140686835,0.5692405535678936,0.3577657902748819,0.1727748691099477
366,0.09061135371186518,0.5905281108774377,0.8182560668059189,0.40186544651072637,0.19940010615232598,0.961477277298167,0.19371727748691103
65,0.8187772925762696,0.9595772198410238,0.20274073058783193,0.9156504810177907,0.695648863404581,0.8045088634118953,0.5340314136125655
71,0.4541484716158202,0.9064407411873043,0.596920138654773,0.6212978140686835,0.6812463020767485,0.7003223720019355,0.47294938917975565
395,0.27292576419208986,0.7122715223823165,0.5465506162817685,0.6962121500862486,0.6486420374609149,0.7218719148661765,0.5026178010471205
355,0.636462882096045,0.3186410195333211,0.479895065434829,0.7604437026496063,0.7856742784089844,0.815029616027545,0.8202443280977313
167,0.8187772925762696,0.813938169605251,0.44444862327429174,0.9156504810177907,0.6502421971107096,0.7505484274028672,0.518324607329843
53,0.4541484716158202,0.5727147930048806,0.5373225382465011,0.7604437026496063,0.4716560244209248,0.7040553475539767,0.4397905759162304
271,0.27292576419208986,0.654630666433588,0.5175833210406043,0.9156504810177907,0.5576413935801068,0.8318289935649488,0.22338568935427577
33,0.636462882096045,0.6334843190938223,0.43979517684724806,0.8172722236695786,0.7368584849780587,0.7963638014702283,0.6212914485165794
1,0.27292576419208986,0.6849649847964696,0.4269466005609919,0.9592505321271778,0.7754705831544463,0.7403673713817336,0.49738219895287966
189,0.27292576419208986,0.6298811389517441,0.979535108632034,0.0,0.02836669057031145,0.12806928482782828,0.118673647469459
260,0.636462882096045,0.6423917032355188,0.7783455499469757,0.6962121500862486,0.5832398985682616,0.3584443998491668,0.29668411867364747
14,0.9093886462881348,0.5706963722129894,0.7272313590781736,0.6962121500862486,1.0,0.6478917475353423,0.3595113438045375
379,0.7270742358079101,0.0,0.41613853448000204,0.8172722236695786,0.717453531029529,0.8263988767682725,0.9773123909249564
10,0.4541484716158202,0.8980395680245788,0.49249829836479614,0.40186544651072637,0.6384411401906742,0.6421227634680083,0.48342059336823734
157,0.636462882096045,0.6262543230212608,0.6504053552937867,0.6962121500862486,0.7458610390928992,0.6577329928990105,0.3821989528795812
267,0.18122270742373037,0.8968320747700622,0.5328776853151671,0.7604437026496063,0.6552427290538584,0.7254352467991957,0.47818499127399655
385,0.36353711790395504,0.6649174339919293,0.09814438479906634,1.0,0.828692146649354,0.7530936992614221,0.574171029668412
102,0.4541484716158202,0.17821659630359282,0.3154589697361337,0.8172722236695786,0.48285328029456126,0.7637838753697118,0.7102966841186737
37,0.5458515283841797,0.5458097106246436,0.7599700599685418,0.40186544651072637,0.20959203353421954,0.8915612218826773,0.20244328097731243
103,0.09061135371186518,0.0,0.3336194440994886,0.8172722236695786,0.29233421204341065,0.7222112795467794,0.5584642233856894
401,0.4541484716158202,0.4407829650822128,0.8565631164687197,0.6212978140686835,0.4296685518404074,0.2827808084128721,0.2443280977312391
287,0.36353711790395504,0.6800161840705655,0.5223508998454087,0.7604437026496063,0.25375945940878963,0.7469850520784381,0.33507853403141363
400,0.636462882096045,0.794786766956038,0.5328776853151671,0.7604437026496063,0.6552427290538584,0.7254352467991957,0.3804537521815009
332,0.5458515283841797,0.9562141487205651,0.5887267009836271,0.529111437981208,0.6840467675957298,0.6595994412835701,0.4520069808027924
126,0.4541484716158202,0.9426249195366639,0.6473646988499264,0.6962121500862486,0.736258320470344,0.6599387957166651,0.8586387434554975
185,0.09061135371186518,0.8558915556117812,0.7729677874213868,0.6212978140686835,0.625640308939871,0.3635339787769527,0.1361256544502618
50,0.8187772925762696,0.7200789862256478,0.5465506162817685,0.6962121500862486,0.6486420374609149,0.7218719148661765,0.5322862129144853
175,0.4541484716158202,0.8404385859577903,0.5277986156611151,0.6212978140686835,0.5696405294074064,0.7076186487028242,0.3979057591623037
381,0.8187772925762696,0.45149151197627174,0.22032914163349535,0.9592505321271778,0.8282919633737734,0.7454578931098229,0.5863874345549738
127,0.636462882096045,0.3186410195333211,0.479895065434829,0.7604437026496063,0.7856742784089844,0.815029616027545,0.7207678883071553
